,id,id_order,product_quantity,sku,unit_price
152344,1420677,431314,1,DLL0050,195.51
152350,1420684,431314,1,LOG0229,19.79
152359,1420694,431321,1,APP1190,51.0
152402,1420737,430291,1,OWC0046,79.04
152444,1420779,431264,1,SEA0044,88.89
152445,1420781,431363,1,WDT0141,104.89
152447,1420785,431365,1,SAM0074,149.8
152495,1420859,431399,1,APP1190,51.0
152508,1420875,431407,1,APP1190,51.0
152515,1420885,431414,1,DLL0048,123.13
152517,1420888,431416,1,CRU0026-2,138.54
152529,1420915,431430,2,MIN0011,11.89
152530,1420916,431431,1,LAC0186,137.45
152532,1420921,431434,2,APP1020,72.99
152534,1420925,431434,2,APP1979,493.0
152538,1420934,431440,1,PAC2286,449.1
152541,1420940,429412,1,APP1190,51.0
152543,1420948,431447,1,IFX0181,62.04
152547,1420956,431450,1,APP1922,154.0
152549,1420960,431452,1,MOS0221,26.34
152561,1420987,431452,1,KAN0017,12.74
152564,1420991,431465,1,APP1922,154.0
152586,1421013,431477,1,WAC0173,141.67
152652,1421085,429509,1,TRA0036,172.13
152673,1421113,431523,2,APP2088,1609.59
152676,1421116,431526,1,APP1190,51.0
152679,1421120,430478,1,APP1922,154.0
152681,1421124,431529,1,APP1922,154.0
152684,1421128,431531,2,ELA0034,22.94
152696,1421143,431531,1,GLY0017,137.44
152707,1421155,431545,1,BEL0310,16.99
152728,1421182,431560,1,LAC0212,115.73
152729,1421187,431562,1,AP20171,531.05
152733,1421194,431565,1,CRU0051,129.0
152753,1421224,431579,1,APP2489,1159.0
152757,1421228,431581,1,ELA0045,16.99
152759,1421231,431583,1,SYN0150,511.49
152763,1421239,431587,1,DLL0035,291.39
152773,1421257,431595,1,APP1461,34.0
152782,1421273,431604,1,OWC0024,25.99
152787,1421292,431609,1,PAC1945,3871.59
152790,1421299,431611,2,LOG0152,12.99
152792,1421302,431614,1,OWC0194,436.58
152793,1421303,431614,1,OWC0037-2,197.99
152798,1421310,431617,2,SAT0054,71.99
152801,1421314,431619,1,AP20311,319.0
152808,1421325,431624,1,AP20258,284.12
152814,1421334,431628,1,MAT0008,129.0
152815,1421336,431629,1,BEL0312,22.99
152819,1421343,431633,1,SAN0133,37.19
152820,1421344,431627,1,AP20261,644.1
152824,1421351,431636,1,APP1922,154.0
152825,1421352,431637,1,APP2559,56.0
152826,1421354,427857,1,APP1922,154.0
152852,1421409,431659,1,APP1922,154.0
152854,1421412,431661,1,APP1966,359.0
152867,1421432,431676,2,APP1922,154.0
152871,1421438,431681,1,APP1922,154.0
152874,1421444,431684,1,APP1922,154.0
152876,1421446,431686,1,APP2480,939.82
152878,1421449,431686,1,APP2485,881.02
152886,1421464,431694,1,APP1922,154.0
152893,1421475,430175,1,APP2276,2475.59
152895,1421478,431700,1,PAC2146,3133.59
152904,1421495,431709,1,SAT0056,71.99
152907,1421503,431711,1,MOX0018,4.99
152920,1421525,431719,2,LGE0067,642.95
152932,1421546,431732,1,OWC0153,49.99
152935,1421551,431732,1,SEA0049,47.58
152937,1421558,431736,1,APP1922,154.0
152938,1421559,431737,1,APP1922,154.0
152951,1421583,431751,1,APP0699,69.99
152954,1421587,431754,2,CRU0050,79.0
152955,1421588,431755,2,WAC0211,50.99
152956,1421590,431757,1,APP1922,154.0
152963,1421610,431765,1,LGE0055,225.9
152964,1421612,431767,1,APP1190,51.0
152970,1421626,429297,1,APP1922,154.0
152973,1421632,431778,1,APP1922,154.0
152974,1421633,431779,1,APP1190,51.0
152975,1421639,431782,1,LGE0069,338.39
152987,1421655,431790,1,LAC0181,102.55
152989,1421660,429413,1,APP1190,51.0
152991,1421669,431794,1,AP20239,1669.06
152996,1421682,431799,9,LGE0059,177.66
152997,1421684,431800,1,APP2151,685.44
153000,1421687,431802,1,OWC0186,58.49
153001,1421688,431802,1,CRU0051,129.0
153005,1421692,431804,1,CRU0053,239.0
153006,1421693,431805,1,PAC0701,228.58
153027,1421720,431830,1,APP1922,154.0
153028,1421722,431804,1,OWC0024,25.99
153029,1421723,431831,1,APP0399,32.99
153033,1421731,431831,1,SAT0053,79.99
153043,1421761,431849,1,APP2080,1635.59
153051,1421776,431856,1,ELG0038,34.99
153052,1421782,431859,1,OWC0060,20.99
153057,1421793,431867,1,PAC1493,176.59
153062,1421806,431877,1,APP1997,34.0
153070,1421819,431884,1,NEA0009,159.99
153071,1421820,431885,1,MUV0190,12.99
153072,1421821,431885,1,BEL0312,22.99
153075,1421825,431885,1,TUC0350,11.99
153076,1421826,431885,1,ELA0046,19.99
153077,1421827,431595,1,SAT0053,79.99
153086,1421840,431885,1,BEL0302,99.99
153089,1421843,431895,1,LAC0188,165.79
153102,1421860,431904,2,EIZ0021,504.77
153103,1421864,431907,1,DLL0054,610.99
153112,1421877,431907,1,BEL0230,13.99
153114,1421879,431914,1,LOG0229,19.79
153115,1421883,431915,1,PLA0027,69.99
153116,1421884,431916,1,APP1922,154.0
153120,1421890,431914,1,MMW0018,19.54
153145,1421918,431934,1,LGE0030,619.46
153152,1421930,431937,1,CRU0051,129.0
153154,1421932,431937,1,LMP0016,26.99
153157,1421938,431941,1,WHO0008,13.59
153165,1421954,431950,1,AP20088,236.72
153166,1421958,431452,1,STA0032,3.39
153170,1421967,431951,1,OWC0035-2,86.99
153171,1421970,431957,1,MOS0236,19.99
153172,1421971,431874,1,AP20311,319.0
153173,1421972,431958,1,APP1190,51.0
153174,1421973,431959,1,CRU0053,239.0
153176,1421976,431804,1,SNN0037,64.99
153179,1421981,431959,1,OWC0028,39.99
153183,1421993,431950,2,IFX0027,26.0
153185,1421997,431950,1,WHO0008,15.99
153186,1421999,431964,1,PAC2290,612.99
153194,1422012,431977,1,APP2064,1435.59
153199,1422022,431982,1,BEL0233,29.99
153200,1422024,431983,1,APP1190,51.0
153202,1422029,431985,1,PLA0027,69.99
153203,1422030,431986,1,APP1922,154.0
153206,1422033,431985,1,XDO0037,29.99
153214,1422044,431993,1,DLL0056,244.39
153216,1422050,431997,1,DLL0056,244.39
153222,1422063,432002,1,WAC0054,27.19
153256,1422121,432024,1,DLL0056,244.39
153268,1422141,432034,1,NTE0062,90.09
153275,1422150,429360,1,THU0019,44.99
153286,1422166,432046,1,LAC0225,195.79
153287,1422167,432047,1,LGE0044,549.0
153290,1422177,432042,1,APP2066,1365.59
153303,1422200,432047,1,APP1919,55.99
153304,1422201,432047,1,APP2092,149.0
153319,1422221,430567,1,APP1922,154.0
153332,1422238,432079,1,APP1922,154.0
153339,1422254,432087,1,LAC0171,210.19
153340,1422255,432088,1,DLL0055,329.0
153346,1422263,432093,1,APP1190,51.0
153349,1422268,432095,1,APP1922,154.0
153355,1422274,432095,1,ELA0026,15.99
153356,1422275,432095,1,ELA0023,15.99
153362,1422281,432095,1,JBL0125,76.99
153387,1422317,432121,1,APP1922,154.0
153389,1422319,431945,1,AP20233,851.26
153396,1422328,431945,1,APP1214,84.0
153400,1422337,432121,1,BEL0275,14.99
153423,1422389,432153,1,AP20113,82.99
153432,1422408,432161,1,APP1922,154.0
153433,1422410,432162,1,DLK0011,49.99
153438,1422418,432166,1,LAC0231,110.79
153441,1422424,432168,1,APP1190,51.0
153452,1422446,432178,1,CYB0009,228.99
153453,1422447,432179,1,CRU0051,129.0
153454,1422448,432180,2,GRT0427,8.49
153455,1422449,432179,1,CRU0026-2,162.99
153468,1422469,432190,1,OWC0089-2,110.99
153497,1422507,432208,1,APP2072,986.59
153498,1422508,432208,1,AP20311,319.0
153499,1422509,432209,1,WDT0402,164.79
153500,1422510,429537,2,APP1190,51.0
153501,1422511,432209,1,MOL0008,229.0
153504,1422520,432214,1,APP0927,18.99
153518,1422538,428821,2,APP1190,51.0
153528,1422553,432236,2,APP1966,359.0
153536,1422565,432242,35,CRU0050,77.9
153537,1422570,432245,1,APP1190,51.0
153546,1422587,432253,1,APP1922,154.0
153558,1422603,432264,1,NTE0103,80.74
153561,1422611,432267,2,OWC0255,39.94
153562,1422612,432267,1,OWC0234-2,79.04
153567,1422617,432270,1,BEL0176,44.99
153580,1422635,432279,1,JBL0103,88.31
153581,1422636,432280,1,GRT0370,25.41
153582,1422637,429666,1,SAT0056,71.99
153583,1422638,432281,1,APP1922,154.0
153591,1422657,432291,1,APP1190,51.0
153592,1422659,432292,1,SEA0099,98.96
153600,1422674,432299,1,WAC0166,64.23
153601,1422676,432300,1,BEL0371,23.99
153605,1422681,432304,1,JMO0103,18.69
153608,1422686,428836,1,LAC0181,94.97
153610,1422690,432307,1,MAT0007,79.2
153614,1422696,432311,1,MAT0008,103.2
153621,1422705,432317,1,CRU0058,78.19
153624,1422709,432320,1,APP0666,255.99
153625,1422710,432320,2,APP1190,51.0
153630,1422715,432320,1,TUC0299,25.49
153655,1422750,432340,1,NIE0009,399.0
153656,1422751,339728,1,APP1922,154.0
153660,1422757,432344,1,APP1190,51.0
153663,1422761,432347,1,TPL0036,38.69
153664,1422762,432348,1,LGE0069,338.39
153665,1422764,432349,1,APP1463,29.69
153670,1422770,432355,1,LAC0181,94.35
153671,1422771,432356,1,LAC0181,94.35
153678,1422787,432362,1,APP2145,845.76
153680,1422792,432362,1,APP1922,154.0
153689,1422811,432376,3,WDT0318,261.13
153699,1422826,432385,1,APP2501,383.04
153703,1422832,432389,1,NIE0009,399.0
153710,1422843,432395,1,AP20088,236.72
153720,1422857,432403,1,APP0663,183.99
153722,1422860,432404,1,WAC0223,331.19
153723,1422861,432405,1,APP1190,51.0
153724,1422863,432406,1,DLL0015,442.74
153725,1422864,432405,1,APP0663,183.99
153726,1422865,432407,1,CRU0016-2,90.94
153734,1422880,432414,1,APP1020,58.39
153736,1422882,432415,1,APP1922,154.0
153744,1422898,432422,1,WDT0183,132.05
153748,1422904,432427,1,NEA0009,126.0
153749,1422906,432427,1,PHI0076,32.39
153750,1422908,432422,1,QNA0149,319.91
153757,1422922,432434,1,CRU0050,79.0
153762,1422930,432163,1,AP20187,398.05
153763,1422931,432160,1,APP1922,154.0
153780,1422956,432443,1,SYN0178,533.81
153784,1422962,432448,1,APP1922,154.0
153792,1422976,432454,1,WAC0240,92.39
153793,1422977,432455,1,BEL0369,39.94
153806,1422999,432466,1,APP1020,58.39
153816,1423025,400776,1,APP1020,58.39
153822,1423037,432475,1,PAC2146,3040.59
153823,1423040,432475,1,APP1216,125.99
153824,1423041,432475,1,KAN0013,13.59
153825,1423043,432475,1,APP2092,134.1
153826,1423044,432466,1,NEA0009,126.0
153830,1423057,432483,1,BOS0043,279.0
153832,1423059,432485,1,SYN0181,394.31
153842,1423079,432496,1,PRY0010,139.49
153843,1423080,432496,1,PRY0009,17.96
153846,1423085,432496,1,BOS0065,331.19
153854,1423097,432503,1,REP0251,35.1
153856,1423107,432504,1,APP1922,154.0
153858,1423110,432506,1,APP2477,777.14
153863,1423119,432506,1,APP1190,51.0
153871,1423133,432506,1,OTT0148,21.24
153873,1423137,432515,1,CRU0058,78.19
153875,1423139,432517,1,LAC0243,908.77
153881,1423152,432522,2,APP1190,51.0
153886,1423159,432527,1,APP1922,154.0
153900,1423192,432539,1,APP1665,508.62
153912,1423211,432552,1,APP1971,459.62
153914,1423214,432481,1,SAN0148,29.11
153924,1423232,432561,1,PAC2117,2989.59
153928,1423243,432567,1,NEA0009,126.0
153954,1423302,432592,1,APP1214,77.28
153958,1423314,432596,2,APP2486,1045.55
153961,1423324,432600,1,APP1190,51.0
153963,1423329,432602,1,APP1020,58.39
153964,1423334,432604,1,SAT0054,71.99
153967,1423338,432606,1,APP2483,881.02
153969,1423349,432606,1,APP2522,38.7
153979,1423370,432592,1,MAT0007,79.2
153987,1423381,432592,1,OWC0215,269.99
153993,1423387,432625,1,WAC0173,141.67
153995,1423389,432627,1,OWC0219-2,174.24
153997,1423391,432629,1,APP2485,881.02
154001,1423395,432631,1,AP20386,439.67
154003,1423398,432604,1,APP1922,154.0
154010,1423410,432638,1,APP1685,8.1
154011,1423411,432592,1,BEL0223,22.94
154015,1423420,429789,1,SYN0187,224.12
154020,1423432,432649,1,SYN0188,163.67
154025,1423440,432654,1,APP2352,3249.59
154027,1423443,432592,1,APP0927,17.09
154029,1423445,432657,1,APP2559,50.4
154036,1423456,432592,1,KEN0109,45.04
154039,1423461,432667,1,SEA0049,44.25
154048,1423487,432682,1,MAT0009,79.2
154054,1423496,432689,1,BNQ0057,854.68
154068,1423524,432706,1,BEA0073,321.08
154074,1423531,432710,1,APP1190,51.0
154097,1423573,432735,1,LAC0181,94.35
154099,1423576,432737,1,WAC0223,331.19
154104,1423586,432742,1,APP2073,1218.59
154115,1423606,432752,1,ELA0048,13.59
154122,1423623,432654,2,APP1919,50.39
154128,1423630,432762,1,MOS0139,31.44
154137,1423653,432770,1,LGE0044,549.0
154138,1423654,432771,2,DLL0055,329.0
154163,1423701,432793,1,LAC0154,80.77
154166,1423706,432791,1,LAC0181,94.97
154170,1423714,432797,1,NEA0009,126.0
154175,1423720,432791,1,LGE0044,549.0
154179,1423726,432805,1,NEA0007,119.99
154185,1423737,432813,1,APP1922,154.0
154186,1423738,432638,1,APP1922,154.0
154189,1423744,432817,1,APP1190,51.0
154190,1423745,432818,1,QNA0226,327.35
154192,1423751,432820,1,APP0663,183.99
154198,1423762,432825,1,MOS0236,16.99
154199,1423765,432826,1,APP1974,379.35
154202,1423775,429599,1,APP2070,1365.59
154204,1423779,432829,1,APP1973,459.62
154221,1423805,432842,1,LAC0243,908.77
154228,1423829,432845,2,AP20311,319.06
154236,1423841,432850,1,SAT0054,71.99
154237,1423842,432851,1,BEL0261,16.99
154238,1423845,432851,1,BEL0262,16.99
154239,1423846,430046,1,LAC0181,94.35
154250,1423872,432862,1,APP1922,154.0
154253,1423882,432865,1,APP2350,4577.59
154265,1423909,432875,1,AP20279,40.5
154268,1423918,430820,1,NTE0108,21.24
154269,1423919,432879,1,MOS0225,17.84
154270,1423923,432880,1,XDO0035,31.44
154272,1423925,432880,1,MIN0011,11.89
154281,1423942,432887,1,BOS0043,279.0
154288,1423958,432896,3,NEA0020,71.99
154289,1423962,432897,1,APP2359,1842.59
154292,1423966,432896,1,NEA0007,119.99
154293,1423970,432887,1,APP1919,50.39
154294,1423973,432896,1,NEA0008,48.99
154295,1423975,432896,1,NEA0019,69.99
154303,1423985,432905,1,NIE0007,499.0
154314,1424001,432913,1,APP2264,2636.59
154315,1424002,432914,1,SYN0178,533.81
154316,1424003,432915,1,WAC0166,64.23
154322,1424011,432914,2,SEA0110,120.51
154354,1424059,432851,1,OWC0103,30.59
154356,1424062,432943,1,APP1922,154.0
154361,1424067,432851,1,WDT0402,153.81
154364,1424073,432949,1,WAC0163,2129.59
154368,1424081,429862,1,LAC0181,94.35
154370,1424085,425548,1,SAT0054,71.99
154376,1424096,432797,1,BEL0295,16.99
154380,1424103,432914,1,SYN0184,63.74
154382,1424106,432961,1,CRU0038-2,397.79
154383,1424109,432961,1,DLL0015,442.74
154384,1424110,432887,1,SAT0057,86.39
154385,1424113,432851,1,OWC0223,22.94
154386,1424120,432962,1,OWC0214,269.99
154389,1424129,429862,1,SAT0026,21.24
154390,1424130,432968,1,SYN0187,224.12
154392,1424132,426130,1,IFX0181,62.04
154395,1424138,432971,1,GRT0352,27.19
154397,1424148,432973,1,HTE0008,26.99
154400,1424156,432962,1,LGE0057,889.23
154404,1424163,432980,1,APP1020,58.39
154417,1424197,432953,2,WDT0183,132.05
154421,1424206,432897,1,SAT0057,86.39
154427,1424223,431780,1,APP1922,154.0
154428,1424225,432897,1,DLL0055,329.0
154430,1424228,432887,1,APP1920,67.49
154431,1424231,432897,1,STA0021,5.94
154436,1424237,432897,1,APP1465,90.0
154439,1424241,432897,1,APP1214,77.28
154445,1424252,432961,1,PAC1399,28.99
154450,1424257,433014,1,LOG0190,35.99
154460,1424275,432897,1,APP0399,29.69
154463,1424281,432897,1,STA0036,30.59
154471,1424300,433032,1,APP1190,51.0
154477,1424312,433035,1,MOS0237,16.99
154481,1424319,432897,1,BOO0092,42.49
154489,1424332,433051,1,NTE0125,33.99
154491,1424334,433035,1,MOS0225,17.84
154502,1424355,433052,1,LGE0062,393.86
154503,1424356,433061,1,SEA0105,245.13
154524,1424398,433081,1,APP1190,51.0
154525,1424400,433082,1,PAC2121,3601.59
154549,1424427,433097,1,LGE0055,225.9
154556,1424437,433100,1,SEA0106,95.4
154557,1424438,433100,1,AKI0027,130.19
154560,1424441,433103,1,PAC2122,3379.59
154561,1424442,433100,1,LAC0227,257.41
154562,1424443,433104,1,APP1190,51.0
154564,1424447,433103,1,LAC0181,94.35
154565,1424454,433103,1,WAC0101,181.99
154615,1424514,433116,1,APP2231,2848.59
154654,1424566,433164,1,OWC0220,50.14
154676,1424594,429859,1,BOS0065,331.19
154684,1424607,433184,2,OWC0074,69.69
154692,1424616,433188,1,APP0930,1464.59
154705,1424637,433197,1,APP2081,1585.59
154790,1424750,433247,1,APP2504,383.04
154794,1424756,433247,1,GRT0395,16.99
154795,1424759,433247,1,APP1194,33.25
154805,1424774,428415,1,APP2283,2304.6
154855,1424829,428415,1,APP0663,183.99
154882,1424864,433300,1,SYN0178,533.81
154890,1424873,433300,1,APP2557,50.4
154897,1424886,433311,1,LAC0206,264.77
154905,1424897,433317,1,WAC0101,181.99
154912,1424906,433322,1,NTE0103,80.74
154913,1424907,433322,1,IFX0159,21.24
154914,1424909,433324,1,AP20308,398.05
154932,1424941,433339,1,PAC2074,2307.59
154933,1424943,433339,1,APP1216,125.99
154942,1424955,433345,1,MAT0007,79.2
154951,1424974,433352,1,APP2563,50.4
154954,1424978,433354,1,APP2508,383.04
154963,1424996,433352,1,APP1190,51.0
154964,1424997,433352,1,APP1020,58.39
154974,1425013,432514,1,BEL0108,8.49
154977,1425017,433372,1,APP0482,29.69
155003,1425059,432968,2,WDT0183,132.05
155005,1425064,433393,1,OSM0007,98.99
155006,1425066,433393,1,SPH0016,158.39
155009,1425072,433393,1,OSM0010,49.49
155010,1425075,428141,1,WDT0183,132.05
155027,1425100,433409,1,CRU0043-2,135.14
155033,1425114,433412,1,ADN0048,28.04
155038,1425123,433417,1,APP0666,255.99
155042,1425130,433421,1,AP20311,319.0
155052,1425141,433427,1,PAC0726,136.58
155057,1425149,431686,1,APP2509,33.3
155065,1425162,433435,2,PAC1949,3977.59
155066,1425163,433435,4,DLL0012,203.0
155067,1425164,433435,2,MAT0007,79.2
155068,1425165,433435,2,APP1214,77.28
155069,1425166,433436,1,TUC0309,21.24
155070,1425168,433438,1,APP2092,134.1
155072,1425170,433438,1,APP1214,77.28
155076,1425181,433442,1,TUC0309,21.24
155089,1425199,433451,5,LAC0212,115.73
155093,1425205,433455,1,SAN0135,75.61
155095,1425210,423308,1,APP1977,473.28
155096,1425211,433457,1,APP1922,154.0
155097,1425212,433458,1,SYN0181,394.31
155107,1425224,433458,2,WDT0183,132.05
155108,1425225,433466,1,SYN0178,533.81
155109,1425227,433466,1,WDT0183,132.05
155113,1425233,433469,1,APP1922,154.0
155115,1425236,432030,1,LAC0224,329.17
155117,1425238,433472,1,AP20284,40.67
155121,1425243,433476,3,BOS0053,275.99
155124,1425247,433477,1,SYN0179,319.91
155126,1425250,433477,1,CRU0049,77.66
155144,1425281,433489,3,BOS0053,275.99
155150,1425294,433494,1,SPH0013,99.99
155151,1425295,433495,1,LGE0041,224.66
155157,1425308,433499,1,CRU0021,67.99
155159,1425311,433502,1,GTE0099,327.17
155173,1425334,433502,1,HAR0020,110.39
155176,1425340,433515,1,BEL0270,80.74
155183,1425349,433520,1,APP1190,51.0
155197,1425375,433528,1,APP1190,51.0
155199,1425379,433530,1,SAT0033,29.74
155200,1425382,433477,1,STA0032,3.39
155211,1425400,431683,1,BOS0044,279.0
155217,1425409,433544,1,LAC0206,264.77
155219,1425412,433546,1,APP1570,37.79
155221,1425416,432143,1,SAM0074,149.34
155226,1425427,433544,1,OWC0219-2,174.24
155233,1425440,430383,1,LAC0242,721.09
155244,1425466,433564,1,SAT0053,71.99
155245,1425467,433565,1,APP2289,2765.59
155246,1425468,433566,1,PAC0391,54.99
155248,1425472,433569,1,LAC0161,1571.17
155266,1425508,433584,1,APP1210,147.87
155268,1425511,433585,1,BEL0206,16.99
155269,1425512,431683,1,AP20373,654.55
155270,1425515,433586,1,APP2265,2414.59
155275,1425530,433593,1,DLL0055,329.0
155283,1425545,433603,1,APP1020,58.39
155285,1425547,431683,1,GRT0434,14.44
155291,1425556,433608,1,APP0530,293.11
155292,1425557,433609,1,APP1922,154.0
155293,1425559,433610,1,APP2256,1187.59
155294,1425560,433611,1,APP1190,51.0
155298,1425564,433613,1,GTE0080,834.95
155300,1425567,433615,1,APP2225,2743.59
155303,1425575,433618,1,APP1190,51.0
155306,1425583,433615,1,OWC0219-2,174.24
155317,1425599,433628,1,APP1921,77.39
155321,1425606,433631,1,WDT0206,158.84
155322,1425608,433632,1,TRA0012,78.38
155325,1425612,433396,1,APP1970,351.82
155333,1425629,433642,1,APP2497,354.24
155335,1425637,433646,1,LAC0181,94.97
155336,1425638,433647,1,MUV0172,8.49
155339,1425641,433649,1,WAC0199,14.44
155340,1425642,433650,1,APP2479,777.14
155342,1425645,433647,1,BEL0230,11.89
155345,1425649,433655,1,MOL0008,201.52
155347,1425651,433657,1,LAC0181,94.35
155350,1425656,433647,1,ELA0019,16.99
155352,1425658,433396,1,OTT0141,12.74
155356,1425665,433664,1,PLA0031,183.99
155357,1425668,433664,1,GRT0346,16.14
155361,1425683,433670,1,TOS0020,77.93
155363,1425687,433673,1,SPE0137,33.99
155364,1425689,433670,1,TOS0022,100.21
155368,1425698,433676,1,TIG0024,29.74
155369,1425699,433677,1,WAC0219,2838.75
155371,1425701,433670,1,MOS0240,30.59
155377,1425712,433682,1,BEL0219,22.94
155380,1425715,433657,1,SAT0058,30.59
155381,1425719,433684,2,BEL0210,14.44
155385,1425730,433688,1,QNA0155,474.29
155386,1425732,433689,1,APP2237,1427.59
155399,1425752,433682,1,SAT0011,17.99
155402,1425758,433703,1,LAC0181,94.35
155403,1425760,433704,1,AP20120,29.69
155404,1425761,433674,1,PAC1924,1039.25
155405,1425763,433705,1,SAN0099,42.11
155409,1425768,363987,1,KAN0052,8.49
155416,1425788,433714,1,APP1975,473.28
155417,1425789,433688,1,CRU0051,129.0
155418,1425790,433715,1,PAC2136,2072.59
155419,1425794,433717,1,SEA0039,65.64
155421,1425798,433717,1,SEA0053,102.84
155430,1425810,433714,1,BEZ0211,21.24
155433,1425815,433728,1,PAC1533,209.58
155434,1425816,433728,1,CRU0021,67.99
155444,1425833,433732,1,OTT0175,16.99
155448,1425837,433734,1,APP2479,777.17
155449,1425838,433735,1,WDT0358,86.3
155452,1425841,433738,1,OWC0052,18.59
155457,1425851,433738,1,CRU0051,121.91
155458,1425853,433732,1,APP2553,38.7
155461,1425858,433745,1,AP20113,82.99
155464,1425867,433748,1,PAC2117,2989.59
155467,1425871,433659,1,PAC2119,3248.4
155468,1425877,433674,1,APP1214,78.0
155470,1425885,433752,2,CRU0026-2,138.54
155472,1425888,433754,1,LAC0185,165.51
155474,1425895,433756,1,LAC0183,158.05
155477,1425903,433760,1,DLL0027,460.59
155478,1425907,433760,1,WDT0324,983.75
155479,1425908,433761,1,PAC2113,3150.59
155481,1425910,433763,2,WDT0140,81.64
155483,1425913,433763,1,SYN0139,162.74
155490,1425930,433771,2,OWC0256,16.14
155494,1425938,433756,1,IOT0016,16.99
155495,1425939,433774,1,ALL0021,11.04
155496,1425941,433776,1,APP2068,1365.59
155506,1425966,433785,1,LAC0171,209.57
155510,1425975,433788,1,LAC0154,80.77
155511,1425980,433790,1,APP2092,134.1
155515,1426004,433799,1,WDT0183,132.49
155517,1426008,433801,1,APP1786,287.04
155518,1426012,433799,1,SYN0179,319.91
155522,1426017,433804,1,APP1020,58.39
155525,1426020,433804,1,APP0667,21.6
155527,1426025,433799,1,TOS0007,53.09
155534,1426034,429051,1,APP1190,51.0
155538,1426040,429051,1,NEA0009,126.0
155542,1426046,417672,8,DLL0015,442.74
155543,1426049,433818,1,QNA0216,446.39
155546,1426053,433820,1,PIE0040,29.74
155561,1426074,433832,1,MUJ0028,63.74
155562,1426076,433834,1,SYN0187,224.12
155580,1426102,433847,1,TUC0258,21.24
155581,1426103,433847,1,TUC0256,21.24
155582,1426105,433848,1,SNN0062,371.99
155586,1426110,433851,1,APP1922,154.0
155587,1426111,433847,1,TUC0310,21.24
155588,1426112,433847,1,TUC0308,21.24
155593,1426120,431941,1,APP2559,50.4
155597,1426128,433857,1,APP2070,1365.59
155604,1426140,433863,2,NEA0020,71.99
155605,1426141,433864,1,APP1215,101.7
155606,1426142,433863,1,NEA0009,126.0
155619,1426161,433872,1,APP2473,313.24
155624,1426173,433847,1,APP1465,90.0
155625,1426175,433790,1,MAT0007,79.2
155630,1426180,429177,1,LMP0027,71.99
155639,1426196,433885,1,OWC0220-2,335.74
155640,1426197,433886,1,CRU0016-2,90.94
155641,1426198,433887,1,APP2501,383.04
155642,1426199,433888,1,APP0666,255.99
155644,1426201,433847,1,GRT0417,31.44
155645,1426204,433847,1,GRT0415,31.44
155646,1426207,429212,1,APP2486,1045.55
155649,1426210,433892,1,APP2075,2948.59
155653,1426215,433881,1,ELG0049,269.99
155654,1426216,433895,2,APP1190,51.0
155655,1426219,433881,1,APP0666,255.99
155659,1426228,433847,1,SAT0059,30.59
155665,1426235,433847,1,IFX0012,25.49
155671,1426246,431864,1,APP1922,154.0
155674,1426249,429243,1,APP1922,154.0
155675,1426250,421554,1,APP2231,2848.59
155684,1426261,433912,1,OWC0220-2,335.74
155689,1426272,433918,1,APP2149,685.44
155690,1426275,433919,1,APP2070,1365.59
155694,1426280,433923,1,APP1190,51.0
155697,1426287,433788,1,SAT0008,53.99
155700,1426290,431941,1,IFX0154,38.21
155710,1426312,431791,1,SNN0053,674.99
155724,1426332,433945,1,WAC0030,1495.99
155730,1426343,433951,1,APP0663,183.99
155736,1426353,433957,1,LGE0062,393.86
155738,1426355,433959,1,GRT0346,16.14
155744,1426364,433966,3,SEA0053,103.31
155752,1426376,431247,1,LAC0232,185.65
155762,1426397,433981,1,BEL0268,48.44
155763,1426399,433984,1,PIE0031,16.99
155764,1426402,433957,1,STA0044,25.49
155768,1426410,433966,1,WDT0238,99.86
155769,1426412,433989,1,SYN0187,224.12
155773,1426417,433978,1,IOT0025,19.54
155776,1426422,433995,1,APP2072,986.59
155777,1426426,433996,1,BOS0031,174.79
155783,1426434,434000,1,HOC0009,25.49
155784,1426435,430725,1,MAT0008,116.1
155786,1426439,434002,1,SAT0054,71.99
155791,1426447,434008,1,AP20233,905.59
155793,1426453,431247,1,AP20328,844.55
155794,1426454,363987,1,APP0663,183.99
155795,1426455,433989,1,SEA0104,187.47
155798,1426460,434014,1,SYN0186,172.97
155799,1426461,434015,1,WDT0374,225.8
155802,1426464,434017,1,PLA0027,66.49
155803,1426477,434019,1,APP2252,1417.59
155805,1426480,434008,1,APP2092,149.0
155806,1426481,434021,1,SAM0075,303.72
155813,1426496,434008,1,APP1214,84.0
155825,1426520,430234,1,OWC0219-2,174.24
155826,1426521,434034,1,SYN0179,319.91
155827,1426522,434035,1,APP2508,383.04
155829,1426530,434038,1,APP2508,383.04
155831,1426533,434008,2,RAI0007,44.99
155836,1426545,434044,1,TOS0022,100.21
155837,1426546,434036,1,APP1919,50.39
155838,1426547,434045,1,HTE0008,26.99
155840,1426549,434047,1,AP20209,35.99
155841,1426550,434045,2,HTE0007,26.99
155842,1426551,434036,1,APP0735,29.69
155843,1426554,433649,1,APP2145,845.76
155844,1426555,434036,1,LAC0219,4211.57
155845,1426556,434049,1,SYN0179,319.91
155846,1426558,434047,1,APP2560,50.4
155847,1426559,434051,1,TPL0018,29.99
155851,1426564,433775,1,THU0025,62.04
155852,1426565,434051,1,DLK0033,19.79
