,order_id,created_date,total_paid
22104,412652,2017-10-17 16:58:48,180.99
22105,412658,2017-10-15 12:57:53,23.98
22107,412668,2017-10-15 13:21:14,214.98
22108,412673,2017-10-15 13:46:03,542.99
22109,412683,2017-10-15 14:35:29,1719.32
22110,412696,2017-10-15 18:58:49,248.78
22111,412699,2017-10-15 16:20:29,44.98
22112,412730,2017-10-15 17:53:27,68.57
22113,412735,2017-10-15 18:28:01,144.98
22114,412737,2017-10-15 21:16:05,154.57
22116,412746,2017-10-15 18:55:17,175.71
22117,412753,2017-10-15 19:09:37,154.98
22120,412758,2017-10-15 19:28:17,1105.59
22121,412764,2017-10-15 20:07:22,86.98
22122,412771,2017-10-15 20:04:55,35.98
22123,412778,2017-10-15 20:30:42,233.99
22124,412783,2017-10-16 00:11:41,266.0
22125,412788,2017-10-15 20:46:13,234.98
22126,412792,2017-10-15 21:02:06,4561.59
22127,412798,2017-10-15 21:29:31,229.56
22128,412799,2017-10-15 21:27:34,91.78
22129,412806,2017-10-15 22:20:06,266.0
22130,412811,2017-10-17 11:45:02,68.98
22131,412816,2017-10-15 22:38:49,115.97
22132,412824,2017-10-15 22:52:33,78.98
22133,412830,2017-10-15 23:22:22,78.98
22134,412833,2017-10-16 09:16:58,470.33
22135,412834,2017-10-15 23:25:26,627.33
22136,412835,2017-10-15 23:34:39,91.27
22137,412837,2017-10-15 23:27:02,98.98
22138,412840,2017-10-15 23:23:51,79.98
22139,412844,2017-10-15 23:41:21,63.98
22140,412846,2017-10-16 10:22:16,855.15
22141,412851,2017-10-15 23:49:10,33.98
22142,412856,2017-10-16 00:11:25,112.99
22143,412859,2017-10-22 17:02:35,77.98
22144,412864,2017-10-17 16:07:25,59.98
22145,412871,2017-12-20 01:09:09,20.98
22146,412878,2017-10-16 01:17:53,2885.59
22147,412891,2017-10-16 03:03:54,148.94
22148,412904,2017-10-16 22:49:58,78.98
22149,412906,2017-10-16 07:18:12,190.78
22150,412907,2017-10-16 07:22:16,84.98
22151,412910,2017-10-16 07:53:29,132.99
22152,412916,2017-10-16 08:09:27,51.94
22153,412927,2017-10-16 08:40:07,17.98
22154,412934,2017-10-16 10:30:44,235.98
22155,412936,2017-10-16 09:26:46,93.98
22156,412945,2017-10-16 10:02:12,106.98
22157,412948,2017-10-16 09:59:53,559.99
22158,412954,2017-10-16 10:27:10,246.0
22159,412956,2017-10-16 10:22:20,906.58
22160,412960,2017-10-20 15:53:13,519.9
22161,412961,2017-10-16 10:34:44,23.98
22162,412964,2017-10-16 10:45:16,310.57
22163,412970,2017-10-16 10:52:46,635.81
22165,412975,2017-10-16 20:44:13,76.97
22167,412983,2017-10-16 11:40:48,78.98
22168,412984,2017-10-16 11:25:08,1985.59
22169,412989,2017-10-16 11:26:27,942.99
22170,412991,2017-10-18 11:43:42,330.99
22171,412994,2017-10-16 11:35:51,143.56
22172,413000,2017-10-16 12:38:05,1057.75
22173,413004,2017-10-16 12:39:22,98.98
22174,413010,2017-10-16 12:44:36,36.98
22175,413011,2017-10-16 12:25:31,239.78
22177,413024,2017-10-16 12:56:26,332.79
22178,413026,2017-10-16 12:28:01,192.78
22179,413030,2017-10-16 14:02:28,200.55
22180,413032,2017-10-16 13:01:02,391.98
22181,413033,2017-10-16 12:38:19,7.98
22182,413035,2017-10-16 15:40:39,88.98
22183,413038,2017-10-16 12:36:16,16.98
22185,413048,2017-10-16 12:56:08,335.16
22186,413049,2017-10-16 13:04:21,57.98
22187,413054,2017-10-18 10:14:46,166.98
22188,413057,2017-10-16 13:26:15,69.97
22189,413081,2017-10-16 13:44:09,88.98
22190,413087,2017-10-16 13:55:46,27.98
22191,413089,2017-10-16 14:00:16,46.98
22192,413090,2017-10-16 14:02:23,56.48
22193,413092,2017-10-16 14:04:06,102.96
22194,413097,2017-10-16 15:27:39,738.98
22195,413102,2017-10-16 14:35:04,296.0
22196,413103,2017-10-16 14:25:15,64.98
22197,413111,2017-10-16 15:10:42,116.99
22198,413121,2017-10-18 14:10:12,112.99
22199,413129,2017-10-16 15:48:00,27.98
22200,413134,2017-10-16 16:01:08,323.56
22201,413139,2017-10-16 15:49:52,246.0
22202,413140,2017-10-16 15:53:51,108.97
22203,413145,2017-10-16 16:08:59,93.78
22204,413148,2017-10-16 16:32:31,360.33
22206,413150,2017-10-16 16:22:47,164.99
22207,413152,2017-10-16 16:44:40,378.99
22208,413154,2017-10-23 11:01:10,360.97
22209,413159,2017-10-16 16:26:14,47.98
22210,413161,2017-10-16 16:41:15,14.98
22211,413164,2017-10-16 16:35:34,208.78
22212,413165,2017-10-16 16:36:38,44.98
22213,413172,2017-10-16 16:50:22,79.98
22214,413173,2017-10-16 16:56:29,99.97
22215,413181,2017-10-16 17:09:15,419.0
22216,413188,2017-10-16 17:28:38,151.59
22217,413189,2017-10-16 20:35:27,126.98
22218,413191,2017-10-16 17:21:02,807.33
22219,413192,2017-10-17 08:28:19,559.99
22220,413194,2017-10-16 18:02:27,479.99
22221,413195,2017-10-16 19:25:20,191.78
22222,413196,2017-10-16 17:25:09,251.78
22223,413198,2017-10-16 17:31:03,117.07
22224,413202,2017-10-16 17:42:20,119.98
22225,413203,2017-10-16 17:36:10,477.2
22227,413207,2017-10-16 17:40:45,130.79
22228,413209,2017-10-18 17:35:11,161.77
22229,413213,2017-10-17 19:44:49,1539.0
22230,413221,2017-10-16 18:01:22,266.0
22231,413229,2017-10-16 18:06:06,68.98
22232,413231,2017-10-17 10:01:56,46.98
22233,413233,2017-10-16 18:29:28,3411.38
22236,413248,2017-10-19 14:24:30,4795.39
22237,413250,2017-10-16 18:57:38,3196.59
22238,413258,2017-10-16 18:59:33,43.98
22239,413259,2017-10-20 19:57:51,64.98
22240,413264,2017-10-16 19:09:56,49.98
22241,413268,2017-10-16 19:25:44,164.98
22242,413271,2017-10-16 19:17:06,252.58
22243,413272,2017-10-16 19:27:44,1845.59
22244,413274,2017-10-16 19:41:11,284.92
22245,413279,2017-10-16 20:00:09,96.98
22246,413282,2017-10-16 19:44:59,156.98
22247,413283,2017-10-16 19:51:42,303.98
22248,413291,2017-10-16 20:03:50,116.98
22249,413298,2017-10-20 17:21:28,64.98
22250,413299,2017-10-16 20:47:19,1658.59
22251,413302,2017-10-16 20:47:18,68.98
22252,413305,2017-10-16 21:32:22,200.57
22253,413308,2017-10-22 19:01:18,879.97
22254,413309,2017-10-16 21:20:55,765.33
22255,413311,2017-10-16 21:03:57,809.0
22256,413322,2017-10-16 21:27:25,110.98
22257,413327,2017-10-16 22:07:18,217.55
22258,413328,2017-10-17 00:48:50,65.27
22259,413336,2017-10-16 23:13:50,81.98
22260,413341,2017-10-16 22:27:45,76.98
22261,413345,2017-10-17 21:11:00,527.79
22262,413350,2017-10-18 23:13:47,573.99
22263,413351,2017-10-16 22:57:17,2005.59
22264,413355,2017-10-16 23:02:53,128.79
22265,413359,2017-10-16 23:41:37,578.0
22267,413368,2017-10-17 00:06:28,1635.59
22268,413370,2017-10-17 00:16:33,89.98
22269,413372,2017-10-17 12:07:17,993.59
22270,413373,2017-10-17 00:15:12,226.57
22272,413400,2017-10-17 08:23:28,218.58
22273,413402,2017-10-17 08:30:44,62.98
22275,413407,2017-10-17 10:57:17,1405.59
22276,413408,2017-10-17 09:11:43,145.57
22277,413410,2017-10-17 09:38:12,427.56
22278,413413,2017-10-17 09:28:41,103.57
22279,413415,2017-10-17 09:34:35,363.15
22280,413417,2017-10-17 10:00:50,134.98
22281,413418,2017-10-17 10:23:26,28.98
22282,413421,2017-10-17 10:15:53,1896.59
22283,413423,2017-10-17 10:39:21,46.98
22284,413424,2017-10-17 10:25:06,110.98
22285,413427,2017-10-17 10:31:51,76.98
22286,413428,2017-10-17 10:54:05,16.98
22287,413429,2017-10-17 11:20:18,219.98
22288,413434,2017-10-17 14:10:46,376.95
22289,413435,2017-10-17 11:50:23,55.98
22290,413436,2017-10-17 12:20:43,16.24
22291,413441,2017-10-17 11:09:46,65.99
22292,413443,2017-10-17 11:12:13,397.32
22293,413446,2017-10-17 11:35:56,191.98
22294,413448,2017-10-17 11:44:08,36.98
22295,413449,2017-10-17 12:10:07,226.77
22296,413452,2017-10-17 11:47:06,286.97
22297,413453,2017-10-17 12:17:19,97.96
22298,413455,2017-10-17 11:46:11,157.98
22299,413457,2017-10-17 11:53:15,494.58
22301,413462,2017-10-17 12:09:14,482.81
22302,413463,2017-10-17 12:07:46,48.98
22303,413464,2017-10-17 12:11:02,233.98
22304,413465,2017-10-17 12:13:35,89.98
22305,413466,2017-10-17 12:34:38,927.79
22306,413468,2017-10-19 10:47:38,627.33
22307,413469,2017-10-17 12:21:40,81.98
22308,413485,2017-10-17 13:25:29,246.0
22309,413487,2017-10-17 13:00:00,28.98
22310,413489,2017-10-17 13:06:37,113.78
22311,413494,2017-10-17 13:40:46,38.98
22312,413495,2017-10-17 13:22:36,155.57
22313,413497,2017-10-18 13:52:34,203.58
22315,413510,2017-10-17 14:14:39,2078.58
22316,413519,2017-10-17 14:55:12,166.93
22317,413530,2017-10-19 17:18:30,266.0
22318,413534,2017-10-17 15:33:43,132.99
22319,413541,2017-10-23 09:09:53,659.88
22320,413544,2017-10-17 16:43:02,56.99
22321,413545,2017-10-17 16:01:30,122.97
22322,413548,2017-10-17 15:57:30,35.97
22323,413554,2017-10-17 16:10:27,51.98
22324,413564,2017-10-17 16:41:27,2771.19
22325,413565,2017-10-17 16:46:07,111.78
22326,413567,2017-10-17 18:10:11,1905.59
22327,413571,2017-10-17 17:00:07,627.33
22328,413572,2017-10-19 17:15:31,12.98
22329,413580,2017-10-17 17:30:15,807.33
22330,413591,2017-10-17 17:52:06,2751.99
22331,413597,2017-10-17 17:58:49,193.78
22332,413601,2017-10-17 17:56:57,40.98
22333,413604,2017-10-17 18:02:07,185.99
22334,413609,2017-10-18 13:47:27,56.98
22335,413610,2017-10-17 18:23:49,75.57
22336,413620,2017-10-17 18:34:58,1609.59
22337,413622,2017-10-17 18:39:25,276.0
22338,413623,2017-10-17 18:39:32,870.33
22339,413625,2017-10-18 11:59:53,870.33
22340,413631,2017-10-17 18:55:01,1435.59
22341,413633,2017-10-17 19:16:26,56.98
22342,413638,2017-10-17 18:57:16,74.97
22343,413640,2017-10-17 19:42:55,21.98
22344,413641,2017-10-17 18:58:43,2681.59
22346,413646,2017-10-17 19:07:48,119.05
22347,413655,2017-10-17 19:40:36,390.33
22348,413660,2017-10-18 14:59:44,360.57
22349,413668,2017-10-17 19:51:10,34.98
22350,413670,2017-10-17 19:59:26,760.12
22351,413671,2017-10-17 20:04:44,520.33
22354,413683,2017-10-17 20:23:38,15.99
22355,413689,2017-10-18 20:39:44,98.97
22356,413690,2017-10-18 15:56:23,36.98
22357,413694,2017-10-17 20:48:14,9.98
22358,413695,2017-10-17 20:51:27,96.57
22359,413707,2017-10-17 21:24:52,241.98
22360,413714,2017-10-20 10:22:31,190.78
22361,413720,2017-10-17 22:29:04,360.33
22362,413726,2017-10-18 20:54:37,807.33
22364,413728,2017-10-23 09:05:06,496.25
22366,413743,2017-10-17 23:33:27,68.98
22367,413749,2017-10-17 23:44:29,102.98
22368,413757,2017-10-19 00:11:16,91.98
22369,413763,2017-10-18 00:43:44,182.99
22370,413767,2017-10-18 00:39:44,2713.59
22371,413770,2017-10-18 01:04:11,235.99
22372,413774,2017-10-18 02:15:55,32.27
22373,413807,2017-10-18 08:29:32,9.98
22374,413811,2017-10-21 07:52:51,506.97
22375,413812,2017-10-18 08:52:55,863.33
22377,413814,2017-10-18 09:01:28,179.97
22379,413838,2017-10-18 10:06:17,49.98
22380,413843,2017-10-18 10:22:40,368.92
22381,413844,2017-10-18 10:24:58,76.98
22382,413848,2017-10-18 10:34:34,214.96
22384,413856,2017-10-18 10:42:16,104.98
22385,413872,2017-10-18 11:26:09,252.58
22386,413874,2017-10-18 11:14:18,64.98
22387,413884,2017-10-18 17:23:58,738.01
22388,413892,2017-10-18 11:44:05,46.98
22389,413894,2017-10-18 11:52:36,193.78
22390,413895,2017-10-18 11:57:22,21.98
22391,413897,2017-10-18 11:59:18,99.98
22392,413908,2017-10-18 12:27:02,3597.59
22394,413923,2017-11-18 16:54:45,90.98
22395,413928,2017-10-18 13:26:29,328.55
22396,413932,2017-10-18 15:19:06,1385.59
22397,413935,2017-10-18 13:23:29,71.98
22398,413940,2017-10-18 13:39:51,11.98
22399,413941,2017-10-19 13:00:59,285.56
22400,413943,2017-10-18 14:06:00,2675.58
22401,413945,2017-10-18 13:44:22,99.98
22402,413950,2017-10-18 13:52:03,356.54
22403,413952,2017-10-18 13:48:58,39.98
22404,413953,2017-10-18 13:47:17,568.79
22405,413959,2017-10-18 14:22:01,163.98
22406,413960,2017-10-18 14:41:08,118.56
22407,413966,2017-10-18 17:18:21,853.16
22408,413967,2017-10-18 14:26:56,34.98
22409,413969,2017-10-18 14:24:51,154.98
22410,413975,2017-10-18 14:43:54,23.98
22411,413983,2017-10-19 16:15:48,368.79
22412,413987,2017-10-18 15:09:17,104.98
22413,413999,2017-10-18 15:43:46,28.98
22414,414001,2017-10-18 15:44:00,112.98
22415,414005,2017-10-18 15:59:21,360.33
22416,414023,2017-10-18 16:37:49,226.98
22417,414025,2017-10-18 16:37:50,2790.57
22418,414029,2017-10-18 16:49:46,206.98
22419,414033,2017-10-18 17:06:26,44.98
22421,414038,2017-10-18 17:12:39,119.98
22422,414039,2017-10-18 17:14:27,134.98
22423,414050,2017-10-18 17:28:06,136.97
22424,414054,2017-10-20 13:14:03,396.8
22425,414062,2017-10-18 17:52:10,1385.59
22426,414067,2017-10-18 18:00:45,1774.58
22427,414070,2017-10-18 18:00:18,350.98
22428,414071,2017-10-18 19:17:16,164.99
22429,414072,2017-10-21 18:49:36,1896.59
22430,414074,2017-10-18 18:07:17,270.57
22431,414075,2017-10-18 18:04:33,77.98
22432,414076,2017-10-18 18:18:47,600.33
22433,414087,2017-10-18 18:21:05,56.98
22434,414088,2017-10-20 16:15:54,850.33
22435,414093,2017-10-18 18:35:18,233.99
22436,414094,2017-10-18 19:00:29,154.9
22437,414095,2017-10-18 18:42:18,272.13
22438,414096,2017-10-18 18:48:39,109.78
22439,414103,2017-10-25 12:18:43,29.98
22440,414104,2017-10-18 18:56:40,143.99
22441,414107,2017-10-18 19:10:49,143.98
22442,414113,2017-10-19 18:22:30,917.33
22443,414119,2017-10-25 18:48:35,29.97
22444,414122,2017-10-23 12:24:10,49.98
22445,414123,2017-10-18 19:30:14,216.0
22446,414124,2017-10-24 09:53:11,3872.3
22447,414136,2017-10-19 15:19:56,96.78
22448,414143,2017-10-18 20:03:58,21.98
22449,414145,2017-10-18 20:11:18,1134.32
22451,414153,2017-10-18 20:12:23,3711.59
22453,414160,2017-10-18 20:19:42,33.98
22454,414164,2017-10-18 20:54:08,806.33
22455,414173,2017-10-18 21:11:32,2005.59
22456,414174,2017-10-18 21:03:46,24.98
22457,414194,2017-10-18 21:33:17,29.98
22458,414197,2017-10-20 13:44:05,59.98
22460,414206,2017-10-18 22:36:12,28.9
22461,414207,2017-10-18 22:27:42,807.33
22462,414209,2017-10-28 13:19:21,249.56
22465,414219,2017-10-18 22:45:06,76.98
22467,414226,2017-10-18 22:59:42,94.99
22468,414227,2017-10-18 22:59:54,44.98
22469,414232,2017-10-18 23:27:03,525.6
22470,414238,2017-10-18 23:28:05,39.98
22471,414243,2017-10-18 23:50:39,1385.59
22472,414244,2017-10-19 00:11:28,152.96
22473,414252,2017-10-19 00:19:57,897.99
22474,414263,2017-10-19 20:15:01,235.55
22475,414266,2017-10-19 00:25:30,389.0
22479,414301,2017-10-19 14:36:16,55.98
22480,414307,2017-10-20 08:02:52,136.56
22481,414312,2017-10-19 08:23:00,419.18
22482,414313,2017-10-19 08:29:01,126.98
22484,414319,2017-10-19 15:09:10,642.0
22485,414321,2017-10-19 08:50:37,34.98
22487,414338,2017-10-23 11:33:28,73.98
22488,414346,2017-10-19 09:57:41,102.57
22490,414351,2017-10-19 10:03:16,306.98
22491,414353,2017-10-19 10:30:21,40.97
22493,414358,2017-10-19 10:44:30,81.98
22494,414362,2017-10-19 11:07:44,73.98
22495,414363,2017-10-19 10:31:36,497.18
22496,414366,2017-10-19 14:23:48,156.98
22497,414367,2017-10-19 10:55:53,155.79
22498,414369,2017-10-19 10:38:47,627.33
22499,414370,2017-10-19 10:38:04,268.57
22500,414378,2017-10-19 12:56:32,1001.99
22502,414391,2017-10-19 11:28:23,588.18
22503,414392,2017-10-20 13:32:02,360.33
22504,414404,2017-10-19 11:53:56,2011.19
22505,414406,2017-10-19 11:58:43,2898.56
22506,414410,2017-10-19 12:09:33,25.57
22507,414415,2017-10-19 12:20:51,407.79
22509,414422,2017-10-19 12:33:44,527.79
22510,414425,2017-10-19 12:40:07,290.57
22511,414427,2017-10-19 12:46:18,31.98
22512,414429,2017-10-20 10:16:15,1182.35
22515,414442,2017-10-19 13:24:07,325.57
22516,414446,2017-10-19 13:14:16,66.97
22517,414450,2017-10-19 13:27:37,419.18
22518,414452,2017-10-19 13:59:50,58.57
22520,414459,2017-10-19 13:45:54,360.33
22521,414472,2017-10-19 14:25:59,204.97
22522,414479,2017-10-19 16:01:16,246.0
22523,414481,2017-10-19 15:02:53,4167.59
22524,414488,2017-10-26 12:19:32,226.57
22525,414494,2017-10-19 15:11:01,78.98
22526,414496,2017-10-19 15:13:23,738.01
22528,414517,2017-10-19 16:23:30,36.98
22529,414520,2017-10-19 16:45:22,334.79
22530,414522,2017-10-19 16:15:24,490.32
22531,414524,2017-10-19 16:22:28,47.98
22533,414528,2017-10-19 16:22:10,1406.79
22534,414539,2017-10-19 16:53:04,23.98
22535,414551,2017-10-19 17:16:31,49.27
22536,414552,2017-10-19 17:21:50,143.95
22538,414554,2017-10-19 18:52:28,378.58
22540,414558,2017-10-19 17:39:23,93.98
22541,414560,2017-10-19 17:37:51,266.0
22542,414563,2017-10-19 17:52:29,330.25
22543,414568,2017-10-20 16:16:05,48.97
22545,414574,2017-10-19 18:54:49,863.33
22546,414576,2017-10-19 18:03:54,658.75
22548,414579,2017-10-19 18:11:13,243.98
22549,414581,2017-10-19 18:12:30,236.78
22550,414583,2017-10-20 20:56:58,17.98
22551,414589,2017-10-19 22:45:04,656.99
22552,414594,2017-10-19 18:31:23,1465.84
22553,414598,2017-10-26 14:56:02,494.58
22554,414599,2017-10-25 12:32:48,248.98
22555,414600,2017-10-25 12:52:25,342.15
22556,414605,2017-10-20 09:15:38,194.78
22557,414608,2017-10-19 18:58:04,110.96
22560,414631,2017-10-19 20:04:15,114.57
22561,414637,2017-10-19 20:10:51,57.57
22563,414649,2017-10-19 20:47:25,470.33
22566,414675,2017-10-19 21:52:57,104.96
22568,414677,2017-10-19 21:43:01,73.98
22569,414681,2017-10-19 21:58:20,21.98
22571,414699,2017-10-19 22:59:47,465.59
22573,414703,2017-10-19 23:20:31,192.78
22574,414711,2017-10-19 23:38:46,41.98
22575,414715,2017-10-19 23:53:54,147.79
22577,414719,2017-10-20 23:52:52,483.57
22578,414723,2017-10-20 00:23:05,291.78
22580,414741,2017-10-20 21:16:41,23.98
22581,414751,2017-10-20 01:58:33,234.56
22582,414764,2017-10-20 07:55:37,90.97
22586,414780,2017-10-20 10:41:07,4477.39
22599,414816,2017-10-20 09:18:26,22.99
22623,414883,2017-10-20 11:02:28,367.79
22628,414901,2017-10-22 13:21:09,320.15
22640,414947,2017-10-20 10:49:45,86.97
22644,414957,2017-10-20 10:58:33,153.99
22645,414958,2017-10-20 11:48:45,1098.99
22647,414960,2017-10-20 10:59:14,114.98
22653,414977,2017-10-20 11:08:38,97.97
22656,414980,2017-10-20 11:10:39,46.68
22657,414983,2017-10-20 11:19:07,236.78
22658,414987,2017-10-20 11:16:24,33.48
22665,415006,2017-10-20 11:30:49,729.59
22669,415021,2017-10-20 11:40:53,88.27
22673,415028,2017-10-20 12:11:11,1005.59
22674,415034,2017-10-20 11:59:51,111.99
22675,415038,2017-10-20 12:05:15,78.97
22677,415041,2017-10-20 12:10:47,103.98
22679,415043,2017-10-20 12:19:16,303.99
22683,415049,2017-10-20 12:25:14,101.98
22685,415065,2017-10-20 12:42:00,92.67
22689,415076,2017-10-20 12:56:25,60.99
22693,415086,2017-10-24 12:04:47,1025.14
22695,415093,2017-10-20 13:21:38,84.98
22699,415105,2017-10-20 13:49:27,366.59
22704,415124,2017-10-20 14:13:44,140.79
22705,415130,2017-10-20 19:38:07,86.98
22708,415140,2017-10-20 14:40:47,2126.59
22709,415143,2017-10-20 17:10:26,32.97
22711,415151,2017-10-20 15:22:15,156.98
22712,415158,2017-10-20 15:32:07,139.98
22716,415163,2017-10-20 15:26:52,39.27
22717,415166,2017-10-20 15:48:15,573.99
22720,415173,2017-10-20 15:57:40,1885.59
22721,415183,2017-10-20 16:27:03,161.99
22723,415187,2017-10-20 16:11:46,2076.59
22724,415188,2017-10-20 16:16:00,162.57
22726,415197,2017-10-20 16:49:35,156.98
22728,415207,2017-10-20 17:07:36,56.98
22730,415211,2017-10-21 16:24:05,41.97
22731,415212,2017-10-23 09:27:52,327.55
22732,415216,2017-10-20 17:15:46,266.0
22734,415223,2017-10-20 18:01:17,2806.57
22735,415228,2017-10-20 17:30:31,59.99
22736,415232,2017-10-20 17:34:45,31.98
22737,415233,2017-10-20 17:35:45,162.99
22738,415238,2017-10-21 11:13:14,175.83
22741,415243,2017-10-20 17:54:45,134.78
22742,415245,2017-10-20 18:08:46,138.99
22743,415247,2017-10-20 18:07:17,23.98
22744,415251,2017-10-22 12:35:30,83.58
22747,415258,2017-10-20 18:28:30,46.94
22750,415278,2018-01-02 13:56:03,114.27
22752,415280,2017-10-20 19:13:10,70.57
22753,415286,2017-10-20 19:32:53,63.98
22754,415292,2017-10-20 19:38:02,229.57
22755,415293,2017-10-24 12:56:58,2194.58
22756,415303,2017-10-21 20:55:37,807.33
22757,415310,2017-10-20 20:14:53,160.57
22759,415318,2017-10-20 20:52:30,11.98
22763,415340,2017-10-22 12:41:06,59.98
22765,415347,2017-10-20 22:12:58,753.16
22767,415365,2017-10-21 18:09:58,246.0
22770,415385,2017-10-21 01:17:27,2643.59
22771,415386,2017-10-21 01:53:29,138.18
22772,415390,2017-10-23 10:29:29,43.97
22774,415403,2017-10-21 03:57:08,14.98
22775,415413,2017-10-21 06:56:00,71.98
22776,415421,2017-10-21 08:46:27,22.98
22778,415425,2017-10-21 09:43:05,66.97
22779,415427,2017-10-21 09:40:03,16.98
22780,415440,2017-10-21 11:07:33,154.98
22781,415444,2017-10-21 11:20:16,360.33
22782,415445,2017-10-21 11:25:02,98.93
22784,415455,2017-10-21 12:39:18,86.98
22786,415459,2017-12-29 08:11:32,343.47
22787,415465,2017-10-21 12:27:40,326.97
22789,415470,2017-10-21 12:33:58,61.98
22790,415477,2017-10-21 12:58:46,164.99
22791,415479,2017-10-21 13:24:16,7.98
22792,415481,2017-10-21 13:08:48,66.99
22793,415482,2017-10-21 19:15:45,361.55
22794,415488,2017-10-21 13:46:35,96.78
22795,415490,2017-10-21 13:44:34,13.98
22797,415494,2017-10-21 14:32:05,126.79
22798,415501,2017-10-26 21:58:08,1008.33
22799,415504,2017-10-21 14:59:27,332.79
22800,415505,2017-10-21 15:07:38,24.98
22801,415509,2017-10-21 15:09:15,13.98
22802,415513,2017-10-24 17:28:26,390.33
22803,415517,2017-10-21 16:04:06,627.33
22804,415519,2017-10-21 15:59:47,26.98
22806,415522,2017-10-21 16:13:55,807.33
22807,415524,2017-10-21 16:18:57,164.78
22808,415532,2017-10-21 17:01:52,79.98
22809,415537,2017-10-21 17:05:55,23.98
22810,415542,2017-10-21 20:40:58,555.22
22811,415545,2017-10-21 17:36:55,714.99
22812,415546,2017-10-21 17:39:23,367.32
22813,415550,2017-10-21 17:50:48,42.97
22814,415557,2017-10-21 18:17:05,163.78
22815,415558,2017-10-21 18:14:44,299.0
22816,415560,2017-10-21 18:17:56,829.0
22817,415563,2017-10-21 18:41:16,56.98
22819,415570,2017-10-21 20:20:16,71.98
22820,415578,2017-10-21 19:23:43,1385.59
22821,415582,2017-10-22 15:30:00,106.98
22822,415608,2017-10-25 17:20:43,569.59
22823,415611,2017-10-22 18:10:16,76.98
22824,415612,2017-10-21 21:31:23,27.98
22826,415616,2017-10-21 21:33:36,526.58
22827,415620,2017-10-21 21:54:25,44.98
22828,415623,2017-10-21 22:09:10,223.16
22829,415632,2017-10-22 12:18:40,53.97
22830,415634,2017-10-26 16:52:55,2012.3
22831,415636,2018-02-14 11:50:09,206.58
22832,415653,2017-10-22 15:30:34,101.95
22833,415659,2017-10-22 01:03:16,44.98
22834,415660,2017-10-27 14:18:39,288.97
22836,415668,2017-10-22 01:45:29,1609.59
22837,415695,2017-10-22 10:05:58,1245.59
22838,415698,2017-10-22 10:24:13,41.96
22840,415708,2017-10-22 11:11:49,248.78
22841,415711,2017-10-22 11:10:37,272.99
22842,415718,2017-10-22 11:54:01,79.98
22843,415720,2017-10-22 11:59:09,696.99
22844,415721,2017-10-22 11:59:37,354.79
22846,415724,2017-10-22 12:39:47,573.99
22847,415725,2017-10-22 12:27:59,91.98
22848,415736,2017-10-22 14:22:58,124.89
22850,415743,2017-10-22 13:18:40,69.57
22851,415746,2017-10-22 13:33:27,151.78
22852,415749,2017-10-22 13:25:21,108.98
22853,415754,2017-10-22 13:47:03,218.57
22855,415761,2017-10-22 14:05:22,106.98
22858,415776,2017-10-27 11:28:14,62.99
22859,415777,2017-10-22 15:38:10,1919.0
22860,415779,2017-10-22 15:54:35,68.98
22861,415781,2017-10-22 16:06:10,62.97
22862,415788,2017-10-22 16:27:43,399.0
22863,415792,2017-10-22 17:05:55,279.0
22864,415795,2017-10-22 16:51:35,60.99
22865,415796,2017-10-22 16:49:53,34.98
22866,415797,2017-10-22 16:59:53,1769.55
22867,415802,2017-10-22 17:19:58,367.32
22868,415807,2017-10-22 17:26:16,609.0
22869,415808,2017-10-22 18:01:27,58.17
22870,415838,2017-10-23 16:02:55,99.98
22871,415844,2017-10-22 19:18:17,82.99
22872,415852,2017-10-22 19:44:34,216.0
22873,415854,2017-10-22 19:40:57,201.96
22874,415859,2017-10-22 19:55:53,11.98
22875,415866,2017-10-22 20:06:45,193.78
22876,415871,2017-10-22 20:28:52,1254.66
22877,415872,2017-10-26 22:01:36,504.37
22878,415875,2017-10-22 20:31:36,66.97
22879,415877,2017-10-22 20:32:07,94.99
22880,415884,2017-10-22 20:58:32,73.38
22881,415890,2017-10-22 21:17:36,42.78
22882,415891,2017-10-23 14:54:41,126.75
22883,415897,2017-10-22 21:36:20,23.88
22885,415912,2017-10-29 08:09:29,134.98
22886,415922,2017-10-22 22:22:26,41.96
22887,415931,2017-10-22 22:39:15,69.97
22888,415937,2017-10-23 10:51:52,156.98
22889,415948,2017-10-22 22:48:26,35.97
22890,415959,2017-10-22 23:48:53,249.58
22891,415986,2017-10-22 23:50:20,52.96
22892,415993,2017-10-22 23:54:37,83.28
22893,416004,2017-10-23 00:29:20,2559.39
22894,416012,2017-10-23 00:18:59,807.33
22895,416015,2017-10-23 00:29:42,926.33
22896,416024,2017-10-23 01:45:02,119.47
22898,416026,2017-10-23 01:04:44,22.98
22899,416037,2017-10-24 15:48:53,286.57
22900,416045,2017-10-23 02:34:11,164.99
22901,416059,2017-10-24 17:08:44,303.75
22903,416062,2017-10-23 15:19:59,112.96
22904,416067,2017-10-24 07:39:51,446.38
22906,416069,2017-10-23 11:39:07,51.98
22908,416079,2017-10-23 08:40:44,360.33
22909,416083,2017-10-23 08:43:47,36.97
22910,416084,2017-10-23 08:47:10,135.99
22911,416086,2017-10-23 08:52:55,71.58
22912,416087,2017-10-23 08:58:56,433.15
22913,416090,2017-10-23 09:14:17,462.68
22914,416091,2017-10-23 13:48:31,94.57
